facility_name,address,city,state,zip,registry_id,naics_codes,latitude,longitude,npdes_ids,permit_status,is_major,border_facility,active,violations_3yr,dfr_url,design_flow_mgd
"GRANADA FEEDERS, LLC",28001 CO. RD. 22.5,GRANADA,CO,81041,110031105382,,38.040556,-102.353889,COA931040 COA934040,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110031105382,
GRANARY,823 AYRSHIRE RD,JOHNSTOWN,CO,80534,110072131231,,40.324418,-104.930897,COR429915,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110072131231,
GRANARY F3,NORTHWEST OF ROOSEVELT PKWY & GALLOWAY DR,JOHNSTOWN,CO,80534,110072114023,,40.325196,-104.93075,COR429589,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110072114023,
GRANARY FILING 3,COLORADO BLVD AND WCR 46,JOHNSTOWN,CO,80534,110071884601,,40.324972,-104.933856,COR425893,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071884601,
GRANBY AIRPORT,1023 CR 610,GRANBY,CO,80446,110046330975,,40.090186,-105.917458,COR900193,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110046330975,
GRANBY ELEMENTARY SCHOOL,245 W. DIAMOND AVE,GRANBY,CO,80446,110071408295,,40.090738,-105.945488,COR419591,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071408295,
GRANBY RANCH RESIDENTIAL,1000 VILLAGE RD,GRANBY,CO,80446,110071093727,,40.04605,-105.90552,COR413719 COR413901,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071093727,
GRANBY SANITATION DISTRICT,PO BOX 560,GRANBY,CO,00000,110070001694,,40.065146,-105.918976,COL020699,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110070001694,
GRANBY SANITATION DISTRICT WWTF,3493 COUNTY ROAD 57,GRANBY,CO,80446,110006781544,,40.08585,-105.95637,CO0020699 COG650028 COR900153,Violation Identified,Y,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110006781544,2.0
GRANBY SOUTH SERVICE AREA WTP,295 COOPERS WAY,GRANBY,CO,80446,110067585278,,40.078514,-105.92319,COG075457 COG641195 COR03P208 COR404859,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110067585278,
GRAND AVE,1400 AKRON ST,AURORA,CO,80010,110071646018,,39.738951,-104.883009,COR421444,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071646018,
GRAND CANYON NO 1 THROUGH 31,CR 3S AND CR 32,GENOA,CO,80818,110070545291,,39.40167,-103.47515,COR03V013 COR402004,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110070545291,
GRAND CHERNEZZO RESIDENCE,6555 EAST PRENTICE AVENUE,GREENWOOD VILLAGE,CO,80111,110072144870,,39.62043,-104.91283,COR430089,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110072144870,
GRAND CLIFFS SUBDIVISION - FILING 1,5TH STREET AND KINSEY AVENUE,KREMMLING,CO,80459,110071501659,,40.061097,-106.390447,COR421511,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071501659,
GRAND COUNTY CR 3 PIT,CR 3 AND CR 324,PARSHALL,CO,80468,110070063607,,40.0075,-106.175278,COG502127,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070063607,
GRAND COUNTY EMS FACILITY,700 GRANBY PARK DRIVE SOUTH,GRANBY,CO,80446,110071953945,,40.077526,-105.926007,COR426937,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071953945,
GRAND DITCH BREACH RESTORATION PROJECT,LULU CITY WETLAND,GRAND JUNCTION,CO,80447,110070054866,,40.4447,-105.8492,COR10F008,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110070054866,
GRAND FALL HEIGHTS,588 N GRAND FALLS CT,GRAND JUNCTION,CO,81501,110071847753,,39.08979,-108.52865,COR423864 COR428372,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071847753,
"GRAND GARAGES, LLC",2471 INDUSTRIAL BOULEVARD,GRAND JUNCTION,CO,81505,110072133008,,39.089133,-108.592104,COR429631,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110072133008,
GRAND GRAVEL,CR 2 AND US 40,KREMMLING,CO,80459,110070053902,,40.0792,-106.3,COG501831,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070053902,
GRAND JUNCTION COMMUNITY CENTER,2844 PATTERSON RD.,GRAND JUNCTION,CO,81501,110071781825,,39.0918,-108.52553,COR423745,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071781825,
GRAND JUNCTION CONCRETE PIPE / READY MIX,2868 I-70 BUSINESS LOOP,GRAND JUNCTION,CO,81501,110005980215,327390 212321,39.073691,-108.521862,COR408282,Terminated Permit,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110005980215,
GRAND JUNCTION FEDERAL CREDIT UNION,3145 E 1/2 ROAD,GRAND JUNCTION,CO,81504,110072132559,,39.084187,-108.472682,COR429815,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110072132559,
GRAND JUNCTION HAULING FACILITY AND MATERIAL RECOVERY FACILITY,1227 WINTERS AVE,GRAND JUNCTION,CO,81501,110046288771,,39.05839,-108.55146,COR900788,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110046288771,
GRAND JUNCTION PICK A PART,690 S 6 ST,GRAND JUNCTION,CO,81501,110070152683,,39.06215,-108.56277,COR901417,Failure to Report DMR - Not Received,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070152683,
GRAND JUNCTION REGIONAL AIRPORT,800 EAGLE DR,GRAND JUNCTION,CO,81506,110054102458,,39.118718,-108.526723,COR03C352 COR03L132 COR03P838 COR402567 COR404981 COR419909 COR900401,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110054102458,
GRAND MESA MECHANICAL INC.,VARIOUS LOCATIONS,UNKNOWN,CO,00000,110037455606,,38.993575,-105.507774,COG607074,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110037455606,
GRAND MESA WWTF,4828 POWDERHORN ROAD,MESA,CO,81643,110006781447,,39.06944,-108.153333,CO0023485,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110006781447,0.052
"GRAND MESA, UNCOMPAGHRE, & GUNNISON NATIONAL FORESTS WEEDS CONTROL",2250 SOUTH MAIN STREET,DELTA,CO,81416,110071427078,,38.71645,-108.05421,COG8700AE,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071427078,
GRAND MONARCH,15 PL AND OWENS ST,LAKEWOOD,CO,80215,110069478229,,39.7422,-105.1212,COR03P997 COR400327 COR406346,Terminated Permit,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110069478229,
GRAND PARK DEVELOPMENT LLC,55 OLD VICTORY RD,FRASER,CO,80482,110071546209,,39.940877,-105.808218,COUT00268,Not Applicable,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071546209,
GRAND RIVER PARK,CR 346,SILT,CO,81652,110070072886,,39.537273,-107.674009,COG502108,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070072886,
GRAND VALLEY FIELD,SEE MAP IN FILE,GARFIELD COUNTY,CO,81650,110064512362,,39.494,-108.11,COR038544 COR404626,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110064512362,
"GRAND VALLEY OIL & FUEL, DIV. OF TREVCO",725 SOUTH 5TH STREET,GRAND JUNCTION,CO,81501,110001727114,424710 562119,39.06183,-108.56467,COR901200,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110001727114,
GRAND VIEW COMMONS SUBDIVISION,450 28 ROAD,GRAND JUNCTION,CO,81501,110072000859,,39.062393,-108.53372,COR428086,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110072000859,
GRAND VIEW HOLLOW LOTS 8-10,2800 HOLLOW WAY,GRAND JUNCTION,CO,81506,110071082005,,39.103511,-108.53348,COR413545,Terminated Permit,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071082005,
GRAND VUE AT INTERLOCKEN,485 INTERLOCKEN BLVD.,BROOMFIELD,CO,80021,110070684825,,39.92868,-105.12286,COR407643,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110070684825,
GRAND WEST RV PARK AND STORAGE,800 FEET NW OF THE 30 RD AND US-50 INTERSECTION,GRAND JUNCTION,CO,81503,110071726120,,39.025426,-108.498202,COR423046,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071726120,
GRANDVIEW AVENUE BRIDGE,GRANDVIEW AVENUE AND STEINMEIER AVENUE,CANON CITY,CO,81212,110071783123,,38.439437,-105.192074,COR424047,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071783123,
GRANDVIEW BLVD IMPROVEMENTS PHASE 1,5150 GRANDVIEW BLVD.,DACONO,CO,80514,110071949534,,40.073139,-104.958173,COR427284,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071949534,
GRANDVIEW BLVD IMPROVEMENTS PHASE 2,4558 GRANDVIEW BLVD,DACONO,CO,80514,110072148343,,40.073035,-104.968951,COR430149,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110072148343,
GRANDVIEW ESTATES,1025 FEET NE OF THE O RD AND 16 RD INTERSECTION,LOMA,CO,81524,110072130889,,39.224489,-108.755303,COR429599,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110072130889,
GRANDVIEW ESTATES,12030 SIXTH ST,PARKER,CO,80011,110071506018,,39.547771,-104.824959,COR421100,Terminated Permit,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071506018,
GRANDVIEW HIGH SCHOOL,20500 E ARAPAHOE RD,AURORA,CO,80016,110070431121,54192 611110,39.59485,-104.7485,COR408962,Terminated Permit,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110070431121,
GRANDVIEW RESERVE,EASTONVILLE RD AND LONDONDERRY RD,PEYTON,CO,80831,110071670702,,38.976292,-104.572888,COR422980,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071670702,
GRANDWOOD RANCH MULTIPLE LOTS,17300 COPPER VALLEY CT.,COLORADO SPRINGS,CO,80936,110071907042,,39.080029,-104.828998,COR426383,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071907042,
GRANGE CREEK PARK,4200 E. 110TH AVE,THORNTON,CO,80233,110071513617,,39.896285,-104.933029,COR421757,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071513617,
GRANGE HALL CREEK NORTHEAST TRIBUTARY,3376 E 112TH PLACE,THORNTON,CO,80233,110072132613,,39.89994,-104.9471,COR429827,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110072132613,
GRANGE HALL CREEK NORTHEAST TRIBUTARY,3376 E 112 PL,THORNTON,CO,80233,110072150859,,39.899095,-104.949139,COG081427,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110072150859,
GRANITE FALLS SUBDIVISION LOTS,1150 FEET W OF MESCALERO AVE. AND S CAMP ROAD,GRAND JUNCTION,CO,81507,110071237204,,39.065788,-108.648846,COR415462,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071237204,
GRANT ST APARTMENTS,287 E 17TH AVE,DENVER,CO,80203,110071995567,,39.743266,-104.983743,COR428233,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071995567,
GRANT STREET APARTMENTS,NORTH OF E 17TH AVENUE AND EAST OF GRANT STREET,DENVER,CO,80203,110071783009,,39.743518,-104.983845,COR423958,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071783009,
GRAPEVIEW HOLLOW SUBDIVISION,CHARDONNAY ST. AND MUSCAT CT.,WELD,CO,80634,110071824542,,40.384239,-104.777875,COR424190,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071824542,
GRASSLANDS AT COMANCHE,7480 WOODCHEST ST,STRASBURG,CO,80136,110071094207,,39.831291,-104.323461,COR413663,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071094207,
GRASSLANDS MULTI-FAMILY,751 DURUM ST,WINDSOR,CO,80550,110072109550,,40.483975,-104.909525,COR429014,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110072109550,
GRAVESEND FAMILY LIMITED PARTNERSHIP,30189 CTY RD 37,HAYDEN,CO,81639,110071994410,,40.32844,-107.13537,COR427796,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071994410,
GRAY PIT 2,US HWY 50 MM 101,MONTROSE,CO,81401,110070072875,,38.471041,-107.727039,COG502090,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070072875,
GREAT ROCK NORTH WATER AND SANITATION DISTRICT,16393 RAYBURN STREET,HUDSON,CO,80603,110071850776,,39.993865,-104.618095,COR425024,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071850776,
GREAT WESTERN DAIRY,39390 WELD COUNTY RD 39,AULT,CO,80610,110043267960,,40.573259,-104.696462,COA931084 COA934084,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110043267960,
GREAT WESTERN INORGANICS INC,17400 HIGHWAY 72,ARVADA,CO,80007,110002339611,325180 211112 325188 32518 32513,39.86093,-105.19619,COR900397,No Violation Identified,,,Y,2,https://echo.epa.gov/detailed-facility-report?fid = 110002339611,
"GREAT WESTERN PARK FILING NO. 7, LOT 2 (VILLAGE OF WEST VIEW)",11645 SKYESTONE PKWY,BROOMFIELD,CO,80021,110071929587,,39.891784,-105.129448,COR426427,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071929587,
GREAT WESTERN RAILWAY OF COLORADO LLC,950 TAYLOR AVENUE,LOVELAND,CO,80537,110008301514,482112,40.400599,-105.061564,COR900006,Terminated Permit,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110008301514,
GREAT WESTERN TRAIL CONNECTION,W 4TH AVE AND WCR 23,SEVERANCE,CO,80550,110072160286,,40.526203,-104.852736,COR430181,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110072160286,
GREELEY ASPHALT PLANT,4509 F STREET,GREELEY,CO,80631,110017782498,212321 327320 324121,40.443333,-104.746944,COG500230,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110017782498,
GREELEY FURNACE COMPANY,VARIOUS LOCATIONS,UNKNOWN,CO,00000,110035770724,,38.993575,-105.507774,COG607063,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110035770724,
GREELEY LBM,500 27 ST,GREELEY,CO,80631,110070380545,,40.39456,-104.68445,COR901470,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110070380545,
GREELEY MS4,VARIOUS LOCATIONS,GREELEY,CO,80634,110043733966,,40.402,-104.685,COR090033,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110043733966,
GREELEY NORTH READY MIX PLANT,3600 O ST,GREELEY,CO,80631,110071708888,,40.455317,-104.742666,COR901655,No Violation Identified,,,Y,1,https://echo.epa.gov/detailed-facility-report?fid = 110071708888,
GREELEY PLANT,12404 CR 64 1/2,GREELEY,CO,80631,110055180343,,40.450911,-104.815981,COG501550,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110055180343,
GREELEY SAND & GRAVEL PLANT - P117 AND P120,1200 ASH AVE,GREELEY,CO,80631,110042389885,,40.41836,-104.67322,COG501526,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110042389885,
GREELEY SAND & GRAVEL PLANT - P121,NE OF INTERSECTION OF FERN AVE AND 16 ST,GREELEY,CO,80631,110062641823,,40.417564,-104.643445,COG501583,No Violation Identified,,,Y,1,https://echo.epa.gov/detailed-facility-report?fid = 110062641823,
GREELEY WASHOUT,1140 E. 8TH ST,GREELEY,CO,80631,110071668725,,40.42512,-104.66258,COPIU003S,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071668725,
GREELEY WELD COUNTY AIRPORT,600 A AIRPORT RD,GREELEY,CO,80631,110046319239,,40.428055,-104.631944,COR03Q716 COR03U188 COR400292 COR420153 COR900205,No Violation Identified,,,Y,7,https://echo.epa.gov/detailed-facility-report?fid = 110046319239,
GREELEY WEST MF,2409 38TH AVE,GREELEY,CO,80634,110071181265,,40.398774,-104.743682,COR414828,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071181265,
GREELEY WEST PARK NON-POTABLE IRRIGATION PUMP STATION,3900 WEST 22ND STREET ROAD,WELD COUNTY,CO,80634,110071904492,,40.401277,-104.745756,COR426159,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071904492,
GREELEY WRF,300 EAST 8TH STREET,GREELEY,CO,80631,110064130337,,40.42456,-104.67691,COG650034 COR412056,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110064130337,
GREELEY WWTP,300 E 8 ST,GREELEY,CO,80631,110055971907,22132 924110,40.423628,-104.676788,CO0040258 COG073149 COG074130 COG080276 COL040258 COR900833,No Violation Identified,Y,,Y,9,https://echo.epa.gov/detailed-facility-report?fid = 110055971907,14.7
GREEN BROTHER PIT 2,I 76 AND BARLOW RD,FORT MORGAN,CO,80701,110055180405,,40.26583,-103.76222,COG501556,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110055180405,
GREEN BROTHERS INC.,19441 US HIGHWAY 34,FORT MORGAN,CO,80701,110002435204,327320 212321,40.25403,-103.78299,COR900241,Violation Identified,,,Y,12,https://echo.epa.gov/detailed-facility-report?fid = 110002435204,
GREEN CT REHABILITATION PROJECT,W 96TH AVE AND GREEN CT,WESTMINSTER,CO,80031,110071503810,,39.87086,-105.02641,COR421606,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071503810,
GREEN EARTH BREWING CO,725 10 ST,GREELEY,CO,80631,110071074659,,40.42255,-104.69024,CONOX0660,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071074659,
GREEN GABLES FIL 1,6800 JEWELL AVE,DENVER COUNTY,CO,80232,110055219339,,39.6822,-105.06993,COG074395 COR03K346 COR402753,Terminated Permit,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110055219339,
GREEN GABLES FILING 1 MODIFICATION 2,W EVANS ST AND S UPHAM ST,UNINCORPORATED,CO,80232,110070500780,,39.6772,-105.07916,COR03U416 COR403104,Terminated Permit,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110070500780,
GREEN GABLES PATIO RANCHES,S. NEWLAND ST AND W. JEWELL AVENUE,LAKEWOOD,CO,80215,110071144139,,39.681879,-105.069148,COR414103,Terminated Permit,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071144139,
GREEN IT TURF PRODUCTS GRO TEC II,2389 SH 66,LONGMONT,CO,80504,110071075020,,40.2039,-105.009722,CONOX0381 CONOX0791,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071075020,
GREEN MOUNTAIN HIGH SCHOOL,13175 W. GREEN MOUNTAIN DR.,LAKEWOOD,CO,80228,110070695269,,39.69215,-105.14569,COR408016 COR409054,Terminated Permit,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110070695269,
GREEN VALLEY RANCH AND TELLURIDE,SOUTH OF GREEN VALLEY RANCH BLVD AND WEST OF TELLU,DENVER,CO,80249,110071783307,,39.782427,-104.783268,COR423948,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071783307,
GREEN VALLEY RANCH CLUBHOUSE & POOL,4360 N SHAWNEE ST,AURORA,CO,80019,110071867751,,39.77587,-104.728093,COR425227,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071867751,
GREEN VALLEY RANCH EAST (GVR) FILING 7,NORTH PICADILLY COURT & EAST 39TH AVENUE,AURORA,CO,80139,110071538731,,39.77104,-104.73106,COR421896 COR424180,Terminated Permit,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071538731,
GREEN VALLEY RANCH EAST - EAST 52ND AVENUE (PICADILLY ROAD TO TIBET ROAD),PICADILLY ROAD AND 52ND AVENUE,AURORA,CO,80249,110071881475,,39.791083,-104.734503,COR425650,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071881475,
GREEN VALLEY RANCH EAST - FILING 11,EAST OF COLORADO E470 AND NORTH OF E 48TH AVE,AURORA,CO,80249,110071445041,,39.785793,-104.712361,COR420853,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071445041,
GREEN VALLEY RANCH EAST - FILING 13,EAST OF PICADILLY RD AND NORTH OF 42ND AVE,AURORA,CO,80249,110071448506,,39.775567,-104.725729,COR420855,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071448506,
GREEN VALLEY RANCH EAST - FILING 15,NORTH OF E 38TH AVE AND EAST OF N TIBET ST,AURORA,CO,80019,110071824599,,39.769524,-104.724807,COR424809,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071824599,
GREEN VALLEY RANCH EAST - FILING 16,EAST OF PICADILLY RD AND E 38TH AVE,AURORA,CO,80249,110071447996,,39.769136,-104.725526,COR420887,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071447996,
GREEN VALLEY RANCH EAST F6,E OF N ROME STREET AND QUEMOY ST,AURORA,CO,80249,110071223339,,39.78456,-104.72969,COR415332,No Violation Identified,,,Y,0,https://echo.epa.gov/detailed-facility-report?fid = 110071223339,
