facility_name,address,city,state,zip,registry_id,naics_codes,latitude,longitude,npdes_ids,permit_status,is_major,border_facility,active,violations_3yr,dfr_url,design_flow_mgd,facility_type,receiving_waters
MONTROSE CO RECYCLING CENTER,1901 6450 ST,MONTROSE,CO,81401,110070152690,,38.49864,-107.88504,COR901433,Violation Identified,,,Y,10,https://echo.epa.gov/detailed-facility-report?fid = 110070152690,,,
CHARTWELL TENDERFOOT HILL RD HOTEL,1225 TENDERFOOT HILL RD,COLORADO SPRINGS,CO,80906,110070102821,,38.79317,-104.80593,COG076158 COG318075 COG603382 COR03R658 COR400876,Terminated Permit,,,Y,10,https://echo.epa.gov/detailed-facility-report?fid = 110070102821,,,
CHEYENNE WELLS SANITATION DIST,800 N 6 E,CHEYENNE WELLS,CO,80810,110006782311,,38.83816,-102.34315,COG582044 COG589039 COG591039,Violation Identified,,,Y,10,https://echo.epa.gov/detailed-facility-report?fid = 110006782311,,,
SIDEWINDER AUTO RECYC;OMG,5380 BRIGHTON BLVD,DENVER,CO,80216,110012351141,999999,39.79332,-104.95702,COR900711,Terminated Permit,,,Y,10,https://echo.epa.gov/detailed-facility-report?fid = 110012351141,,,
MULE CREEK PIT,21094 CO 67,DIVIDE,CO,80814,110071298827,,38.886268,-105.157685,COG502207,No Violation Identified,,,Y,10,https://echo.epa.gov/detailed-facility-report?fid = 110071298827,,,
SOUTHLAND TOWN CENTER,6155 S MAIN ST,AURORA,CO,80016,110041258162,,39.609167,-104.709444,COG318083 COG603157,Terminated Permit,,,Y,10,https://echo.epa.gov/detailed-facility-report?fid = 110041258162,,,
RIVERBEND SUBDIVISION,9433 CR 335,GARFIELD COUNTY,CO,81647,110022455467,,39.5687,-107.535,COG584006 COG588006 COG590006,Effluent - Monthly Average Limit,,,Y,10,https://echo.epa.gov/detailed-facility-report?fid = 110022455467,,,
COTTER CORP SCHWARTZWALDER MINE,8300 GLENCOE VALLEY RD,GOLDEN,CO,80403,110006781526,212291 212313,39.841667,-105.276389,CO0001244 COG073855 COG073950 COR03G300 COR03Q492 COR400998 COR401145,No Violation Identified,,,Y,10,https://echo.epa.gov/detailed-facility-report?fid = 110006781526,0.288,,
ROCKY MOUNTAIN RECYCLING,6510 BRIGHTON BLVD,ADAMS COUNTY,CO,80022,110046324937,423930,39.81425,-104.93613,COR900928,Violation Identified,,,Y,10,https://echo.epa.gov/detailed-facility-report?fid = 110046324937,,,
COLLEGE OF LAW,2255 EAST EVANS AVENUE,DENVER,CO,80208,110013346780,,39.6797,-104.9614,COG318038 COG600458 COG603108,Terminated Permit,,,Y,10,https://echo.epa.gov/detailed-facility-report?fid = 110013346780,,,
NLIGHT DEFENSE SYSTEMS,1851 LEFTHAND CIR STE G,LONGMONT,CO,80501,110071359571,,40.14178,-105.12359,COR901624,Violation Identified,,,Y,10,https://echo.epa.gov/detailed-facility-report?fid = 110071359571,,,
NORTH GRAVEL PIT COMPLEX,9285 E 112 AVE,ADAMS COUNTY,CO,80640,110041258117,,39.89974,-104.880904,COG317168 COG318047 COG603150,Terminated Permit,,,Y,10,https://echo.epa.gov/detailed-facility-report?fid = 110041258117,,,
COLORADO CONVENTION CTR,700 14TH STREET,DENVER,CO,80202,110020134273,56192 53112,39.7433,-104.99462,COG318078 COG600610 COG603011,Terminated Permit,,,Y,10,https://echo.epa.gov/detailed-facility-report?fid = 110020134273,,,
NORTH HURON INTERCEPTOR SEWER REPLACEMENT,136 AVE AND ORCHARD PKWY,WESTMINSTER,CO,80031,110070868788,,39.94307,-104.993063,COG080071,Terminated Permit,,,Y,10,https://echo.epa.gov/detailed-facility-report?fid = 110070868788,,,
MORRISON CREEK METRO WTR &,SANIT. DIST.,OAK CREEK,CO,80467,110006781410,,40.271473,-106.838862,CO0022969 COG080486 COG650049 COL022969 COR417149,No Violation Identified,,,Y,10,https://echo.epa.gov/detailed-facility-report?fid = 110006781410,0.35,,
CHAFFEE PARK SENIOR RESIDENCES,4580 N TEJON ST,DENVER COUNTY,CO,80211,110043273374,,39.77974,-105.01113,COG318044 COG603174,Terminated Permit,,,Y,10,https://echo.epa.gov/detailed-facility-report?fid = 110043273374,,,
RED HAWK LODGE,0020 RED HAWK CIR,KEYSTONE,CO,80435,110055213674,,39.606,-105.939,COG318058 COG603223,Terminated Permit,,,Y,10,https://echo.epa.gov/detailed-facility-report?fid = 110055213674,,,
EASTPOINTE REDEVELOPMENT,1550 EISENHOWER DR,BOULDER,CO,80303,110070102773,,40.013752,-105.23195,COG315472 COG318024 COR403079,Terminated Permit,,,Y,10,https://echo.epa.gov/detailed-facility-report?fid = 110070102773,,,
OURAY HOT SPRINGS SWIMMING POOL WWTF,1220 MAIN ST,OURAY,CO,81427,110070214372,,38.030208,-107.673851,CO0048983,Violation Identified,,,Y,10,https://echo.epa.gov/detailed-facility-report?fid = 110070214372,,,
GAYLORD APARTMENTS,2190 E 18 AVE,DENVER,CO,80206,110070670000,,39.74482,-104.96134,COG315588 COG317130,Violation Identified,,,Y,10,https://echo.epa.gov/detailed-facility-report?fid = 110070670000,,,
DEPOT SQUARE,3151 PEARL PKWY,BOULDER,CO,80301,110054921509,,40.023574,-105.252422,COG315265 COG318003 COR03K306,Terminated Permit,,,Y,10,https://echo.epa.gov/detailed-facility-report?fid = 110054921509,,,
DURANGO LA PLATA AIRPORT,1000 AIRPORT RD,DURANGO,CO,81303,110018871112,488111 926120 48811,37.15927,-107.75256,CO0047457 COG074272 COR03T162 COR05A041 COR05I001 COR10I00D COR403388,Failure to Report DMR - Not Received,,,Y,10,https://echo.epa.gov/detailed-facility-report?fid = 110018871112,0.025,,
RITZ-CARLTON RESIDENCES AND CLUB AT VAIL,728 W LIONSHEAD CIR,EAGLE COUNTY,CO,81657,110030994244,,39.641389,-106.393056,COG072830 COG318043 COG600908 COG603127,Terminated Permit,,,Y,10,https://echo.epa.gov/detailed-facility-report?fid = 110030994244,,,
GARDELS PIT,2165 SE 14 ST,LOVELAND,CO,80537,110022455430,,40.37834,-105.04557,COG500468 COG502102,Violation Identified,,,Y,10,https://echo.epa.gov/detailed-facility-report?fid = 110022455430,,,
HILLTOP RETAIL CENTER,5057 LEETSDALE DR,DENVER,CO,80246,110037455535,,39.70844,-104.928786,COG318040 COG603021,Terminated Permit,,,Y,10,https://echo.epa.gov/detailed-facility-report?fid = 110037455535,,,
GRALAND PARKING GARAGE DISCHARGE PROJECT,30 BIRCH STREET,DENVER,CO,80220,110014337093,,39.71649,-104.93613,COG318059 COG600478 COG603007 COG603218,Terminated Permit,,,Y,10,https://echo.epa.gov/detailed-facility-report?fid = 110014337093,,,
CRESTED BUTTE SOUTH METRO DIST,220 CEMENT CREEK ROAD,CRESTED BUTTE,CO,81224,110010055616,,38.807384,-106.884875,CO0031836 COG073054 COG080542 COG584045 COG588045 COG589170 COG591170,Violation Identified,,,Y,10,https://echo.epa.gov/detailed-facility-report?fid = 110010055616,,,
CHEMETRON RAILWAY PRODUCTS,2621 LIME ROAD,PUEBLO,CO,81006,110001719784,336510 33651,38.19068,-104.57956,COR901180,Violation Identified,,,Y,10,https://echo.epa.gov/detailed-facility-report?fid = 110001719784,,,
SAFEWAY INC,560 CORONA ST,DENVER,CO,80218,110046316982,445110 446110,39.72495,-104.97409,COG315260 COG318022,Terminated Permit,,,Y,10,https://echo.epa.gov/detailed-facility-report?fid = 110046316982,,,
SOUTH METRO FIRE RESCUE 32,5945 SOUTH QUEBEC ST,CENTENNIAL,CO,80111,110070152473,,39.60887,-104.90416,COG076147 COG318073 COG603356 COR03S286 COR401949,Terminated Permit,,,Y,10,https://echo.epa.gov/detailed-facility-report?fid = 110070152473,,,
SILVERTHORNE / DILLON JSA,26452 N HWY  9,SILVERTHORNE,CO,80498,110056002926,221320,39.667389,-106.087222,CO0020826 COG650018 COR900989,Violation Identified,Y,,Y,10,https://echo.epa.gov/detailed-facility-report?fid = 110056002926,4.0,,
LAKE FORK MHP,150 STATE HIGHWAY 300,LEADVILLE,CO,80461,110010705102,,39.216493,-106.352526,CO0021661 COG584060 COG588060,Violation Identified,,,Y,10,https://echo.epa.gov/detailed-facility-report?fid = 110010705102,,,
MOMENTUM RECYCLING,11331 DILLON RD,BROOMFIELD,CO,80020,110067231613,,39.95786,-105.08646,COR901291,Violation Identified,,,Y,10,https://echo.epa.gov/detailed-facility-report?fid = 110067231613,,,
BOULLION KING MINE,9.2 MI NW OF TOWN OFF OF USFS RD 286,CRESTED BUTTE,CO,81224,110070599510,,38.882285,-107.119016,CO0049041,Terminated Permit,,,Y,10,https://echo.epa.gov/detailed-facility-report?fid = 110070599510,,,
ILIFF WASTEWATER TREATMENT FACILITY,CR 55 AND HWY 138,ILIFF,CO,80736,110070152495,,40.7603,-103.05739,COG588140 COR404863,Effluent - Monthly Average Limit,,,Y,10,https://echo.epa.gov/detailed-facility-report?fid = 110070152495,,,
HYATT REGENCY,650 15 ST,DENVER COUNTY,CO,80202,110015661407,,39.743921,-104.992959,COG318034 COG600521 COG603109,Terminated Permit,,,Y,10,https://echo.epa.gov/detailed-facility-report?fid = 110015661407,,,
BRIGHTON PLANT,11723 CR 2,BRIGHTON,CO,80603,110064643122,,40.008444,-104.834405,COG501551,No Violation Identified,,,Y,10,https://echo.epa.gov/detailed-facility-report?fid = 110064643122,,,
BOULDER COMMUNITY HOSPITAL FOOTHILLS CAMPUS,4747 ARAPAHOE AVE,BOULDER,CO,80303,110014336833,62211,40.01481,-105.23618,COG318048 COG603005 COR03H985,Terminated Permit,,,Y,10,https://echo.epa.gov/detailed-facility-report?fid = 110014336833,,,
FOREST HILLS METROPOLITAN DIST,22933 FOREST HILLS DRIVE,GOLDEN,CO,80401,110006658170,,39.703128,-105.256122,CO0037044 COL037044,Violation Identified,,,Y,10,https://echo.epa.gov/detailed-facility-report?fid = 110006658170,0.05,,
FRONTIER WASTE TRANSFER  LLC,5350 WASHINGTON STREET,DENVER,CO,80216,110013817557,562212,39.79269,-104.97827,COR900450,Violation Identified,,,Y,10,https://echo.epa.gov/detailed-facility-report?fid = 110013817557,,,
FRONT RANGE COMMUNITY COLLEGE MS4,VARIOUS LOCATIONS,WESTMINSTER,CO,80020,110043732501,,39.9,-105.04,COR070049,Violation Identified,,,Y,10,https://echo.epa.gov/detailed-facility-report?fid = 110043732501,,,
PELOTON CONDOMINIUM ASSOCIATION INC,3555 ARAPAHOE AVE,BOULDER,CO,80303,110070926719,,40.016389,-105.248333,COG318049,Terminated Permit,,,Y,10,https://echo.epa.gov/detailed-facility-report?fid = 110070926719,,,
ELDORADO SPRINGS WWTF,BOULDER COUNTY,ELDORADO SPRINGS,CO,80025,110033631997,,39.934444,-105.273333,CO0047651,Violation Identified,,,Y,10,https://echo.epa.gov/detailed-facility-report?fid = 110033631997,0.032,,
GLENWOOD CANYON RESORT WWTF,1308 CR 129,GLENWOOD SPRINGS,CO,81601,110021031060,,39.563056,-107.298889,COG584083 COG588083 COG590083,Violation Identified,,,Y,10,https://echo.epa.gov/detailed-facility-report?fid = 110021031060,,,
LOVELAND SKI AREA WWTF,I-170 EXIT 215,GEORGETOWN,CO,80444,110009128363,,39.68722,-105.882222,CO0040835,No Violation Identified,,,Y,10,https://echo.epa.gov/detailed-facility-report?fid = 110009128363,0.03,,
100 ST PAUL,100 ST PAUL ST,DENVER,CO,80206,110056126972,,39.71807,-104.95112,COG315289 COG315532 COG318008,Terminated Permit,,,Y,10,https://echo.epa.gov/detailed-facility-report?fid = 110056126972,,,
PENNY FLATS CONDOMINIUM ASSOCIATION,204 MAPLE ST,FORT COLLINS,CO,80521,110037455973,,40.591111,-105.079167,COG318090 COG603103,Terminated Permit,,,Y,10,https://echo.epa.gov/detailed-facility-report?fid = 110037455973,,,
ERIE NORTH WATER RECLAMATION FACILITY,501 STATE HWY 52,WELD COUNTY,CO,80516,110064633320,,40.087622,-105.046857,CO0048445 COG080172 COR410275 COR900843,Effluent - Non-monthly Average Limit,Y,,Y,10,https://echo.epa.gov/detailed-facility-report?fid = 110064633320,1.5,,
FIRST TRANSIT 55565,100 W 64TH AVE,DENVER,CO,80221,110003001439,483113,39.81276,-104.99019,COR900341,Violation Identified,,,Y,10,https://echo.epa.gov/detailed-facility-report?fid = 110003001439,,,
FLATIRON BATCH PLANT AT DIA,VARIOUS LOCATIONS,STATEWIDE,CO,00000,110070054263,,38.993575,-105.507774,COR901334,Violation Identified,,,Y,10,https://echo.epa.gov/detailed-facility-report?fid = 110070054263,,,
PEARL PLACE,2121 30 ST,BOULDER,CO,80301,110064766855,,40.02234,-105.25368,COG315423 COG315452 COG315464 COG318027 COR03N859 COR404207,Effluent - Non-monthly Average Limit,,,Y,10,https://echo.epa.gov/detailed-facility-report?fid = 110064766855,,,
3785 YATES STREET,3785 YATES ST,DENVER,CO,80212,110070152454,,39.769113,-105.050924,COG076122 COG318109 COG603363,Terminated Permit,,,Y,10,https://echo.epa.gov/detailed-facility-report?fid = 110070152454,,,
FRONTIER AIRLINES,26360 E 103RD,DENVER,CO,80249,110012253480,488119,39.8811,-104.679,COR900303,Failure to Report DMR - Not Received,,,Y,10,https://echo.epa.gov/detailed-facility-report?fid = 110012253480,,,
RIVER DANCE RV RESORT,6700 US 6,GYPSUM,CO,81637,110070924758,,39.64838,-107.00819,COG588147 COG590147,Violation Identified,,,Y,10,https://echo.epa.gov/detailed-facility-report?fid = 110070924758,,,
HALDE REDI-MIX INC,46321 HWY 24,BURLINGTON,CO,80807,110054118548,,39.3005,-102.328718,COR900354 COR901666,No Violation Identified,,,Y,10,https://echo.epa.gov/detailed-facility-report?fid = 110054118548,,,
PERFORMING ARTS CENTER,2400 S RACE ST,DENVER COUNTY,CO,80210,110012688476,,39.67,-104.96,COG318039 COG603006,Terminated Permit,,,Y,10,https://echo.epa.gov/detailed-facility-report?fid = 110012688476,,,
